internalTaxonId,conservationNeededCode,conservationNeededName
133307,2.3,Habitat & natural process restoration
133307,1.1,Site/area protection
133307,3.2,Species recovery
133307,3.4.1,Captive breeding/artificial propagation
133308,3.4.1,Captive breeding/artificial propagation
133308,3.2,Species recovery
133308,1.1,Site/area protection
133308,2.3,Habitat & natural process restoration
133308,3.4.2,Genome resource bank
133308,2.1,Site/area management
133310,3.2,Species recovery
133310,3.4.1,Captive breeding/artificial propagation
133310,2.3,Habitat & natural process restoration
133310,1.1,Site/area protection
133310,2.1,Site/area management
133310,3.4.2,Genome resource bank
133323,2.3,Habitat & natural process restoration
133323,1.1,Site/area protection
133323,2.1,Site/area management
133323,3.4.2,Genome resource bank
133323,3.2,Species recovery
133323,3.4.1,Captive breeding/artificial propagation
254412648,1.1,Site/area protection
254412648,2.1,Site/area management
254412648,3.4.2,Genome resource bank
254412648,3.4.1,Captive breeding/artificial propagation
254412648,3.2,Species recovery
254412648,2.3,Habitat & natural process restoration
133325,2.1,Site/area management
133325,3.4.2,Genome resource bank
133325,3.4.1,Captive breeding/artificial propagation
133325,2.3,Habitat & natural process restoration
133325,3.2,Species recovery
133325,1.1,Site/area protection
133327,3.4.2,Genome resource bank
133327,2.1,Site/area management
133327,3.2,Species recovery
133327,1.1,Site/area protection
133327,3.4.1,Captive breeding/artificial propagation
133327,2.3,Habitat & natural process restoration
133330,3.4.2,Genome resource bank
133330,3.4.1,Captive breeding/artificial propagation
133330,2.3,Habitat & natural process restoration
133330,1.1,Site/area protection
133330,2.1,Site/area management
133330,3.2,Species recovery
133332,3.4.2,Genome resource bank
133332,2.1,Site/area management
133332,1.1,Site/area protection
133332,3.2,Species recovery
133332,2.3,Habitat & natural process restoration
133332,3.4.1,Captive breeding/artificial propagation
133333,3.4.1,Captive breeding/artificial propagation
133333,3.2,Species recovery
133333,1.1,Site/area protection
133333,2.3,Habitat & natural process restoration
133333,3.4.2,Genome resource bank
133333,2.1,Site/area management
133334,1.1,Site/area protection
133334,3.2,Species recovery
133334,3.4.2,Genome resource bank
133334,3.4.1,Captive breeding/artificial propagation
133334,2.3,Habitat & natural process restoration
133334,2.1,Site/area management
133336,2.3,Habitat & natural process restoration
133336,1.1,Site/area protection
133336,3.4.1,Captive breeding/artificial propagation
133336,3.2,Species recovery
133336,3.4.2,Genome resource bank
133336,2.1,Site/area management
133337,2.3,Habitat & natural process restoration
133337,1.1,Site/area protection
133337,2.1,Site/area management
133337,3.4.2,Genome resource bank
133337,3.2,Species recovery
133337,3.4.1,Captive breeding/artificial propagation
254371879,3.2,Species recovery
254371879,2.1,Site/area management
254371879,3.4.1,Captive breeding/artificial propagation
254371879,2.3,Habitat & natural process restoration
254371879,3.4.2,Genome resource bank
254371879,1.1,Site/area protection
133339,3.4.1,Captive breeding/artificial propagation
133339,3.2,Species recovery
133339,2.1,Site/area management
133339,3.4.2,Genome resource bank
133339,1.1,Site/area protection
133339,2.3,Habitat & natural process restoration
133341,2.3,Habitat & natural process restoration
133341,3.4.2,Genome resource bank
133341,1.1,Site/area protection
133341,3.2,Species recovery
133341,3.4.1,Captive breeding/artificial propagation
133341,2.1,Site/area management
133342,3.4.1,Captive breeding/artificial propagation
133342,3.2,Species recovery
133342,1.1,Site/area protection
133342,2.3,Habitat & natural process restoration
133342,3.4.2,Genome resource bank
133342,2.1,Site/area management
133343,2.1,Site/area management
133343,3.4.1,Captive breeding/artificial propagation
133343,3.2,Species recovery
133343,1.1,Site/area protection
133343,2.3,Habitat & natural process restoration
133343,3.4.2,Genome resource bank
133344,1.1,Site/area protection
133344,3.2,Species recovery
133344,3.4.1,Captive breeding/artificial propagation
133344,2.1,Site/area management
133344,3.4.2,Genome resource bank
133344,2.3,Habitat & natural process restoration
133345,3.4.1,Captive breeding/artificial propagation
133345,3.2,Species recovery
133345,1.1,Site/area protection
133345,2.3,Habitat & natural process restoration
133345,3.4.2,Genome resource bank
133345,2.1,Site/area management
133346,3.4.2,Genome resource bank
133346,2.1,Site/area management
133346,3.4.1,Captive breeding/artificial propagation
133346,3.2,Species recovery
133346,1.1,Site/area protection
133346,2.3,Habitat & natural process restoration
133348,1.1,Site/area protection
133348,2.1,Site/area management
133348,3.2,Species recovery
133348,3.4.1,Captive breeding/artificial propagation
133348,2.3,Habitat & natural process restoration
133348,3.4.2,Genome resource bank
133351,1.1,Site/area protection
133351,3.2,Species recovery
133351,2.1,Site/area management
133351,3.4.1,Captive breeding/artificial propagation
133351,2.3,Habitat & natural process restoration
133351,3.4.2,Genome resource bank
133354,1.1,Site/area protection
133354,3.4.2,Genome resource bank
133354,2.3,Habitat & natural process restoration
133354,3.4.1,Captive breeding/artificial propagation
133354,2.1,Site/area management
133354,3.2,Species recovery
133359,3.4.1,Captive breeding/artificial propagation
133359,3.2,Species recovery
133359,3.4.2,Genome resource bank
133359,2.1,Site/area management
133359,1.1,Site/area protection
133359,2.3,Habitat & natural process restoration
133360,1.1,Site/area protection
133360,2.1,Site/area management
133360,3.4.2,Genome resource bank
133360,3.2,Species recovery
133360,3.4.1,Captive breeding/artificial propagation
133360,2.3,Habitat & natural process restoration
133364,3.2,Species recovery
133364,3.4.1,Captive breeding/artificial propagation
133364,2.1,Site/area management
133364,2.3,Habitat & natural process restoration
133364,1.1,Site/area protection
133364,3.4.2,Genome resource bank
133365,2.1,Site/area management
133365,3.4.1,Captive breeding/artificial propagation
133365,3.2,Species recovery
133365,1.1,Site/area protection
133365,2.3,Habitat & natural process restoration
133365,3.4.2,Genome resource bank
133366,3.4.1,Captive breeding/artificial propagation
133366,2.1,Site/area management
133366,3.4.2,Genome resource bank
133366,2.3,Habitat & natural process restoration
133366,1.1,Site/area protection
133366,3.2,Species recovery
133368,2.1,Site/area management
133368,3.4.2,Genome resource bank
133368,2.3,Habitat & natural process restoration
133368,1.1,Site/area protection
133368,3.2,Species recovery
133368,3.4.1,Captive breeding/artificial propagation
133369,3.4.2,Genome resource bank
133369,2.1,Site/area management
133369,1.1,Site/area protection
133369,2.3,Habitat & natural process restoration
133369,3.2,Species recovery
133369,3.4.1,Captive breeding/artificial propagation
133370,1.1,Site/area protection
133370,2.1,Site/area management
133370,2.3,Habitat & natural process restoration
133370,3.4.1,Captive breeding/artificial propagation
133370,3.4.2,Genome resource bank
133370,3.2,Species recovery
133371,3.4.1,Captive breeding/artificial propagation
133371,3.2,Species recovery
133371,1.1,Site/area protection
133371,2.3,Habitat & natural process restoration
133371,3.4.2,Genome resource bank
133371,2.1,Site/area management
133375,2.3,Habitat & natural process restoration
133375,1.1,Site/area protection
133375,3.4.1,Captive breeding/artificial propagation
133375,3.2,Species recovery
133375,3.4.2,Genome resource bank
133375,2.1,Site/area management
133376,1.1,Site/area protection
133376,3.2,Species recovery
133376,3.4.1,Captive breeding/artificial propagation
133376,2.1,Site/area management
133376,3.4.2,Genome resource bank
133376,2.3,Habitat & natural process restoration
133378,2.1,Site/area management
133378,3.4.1,Captive breeding/artificial propagation
133378,3.2,Species recovery
133378,1.1,Site/area protection
133378,3.4.2,Genome resource bank
133378,2.3,Habitat & natural process restoration
133380,3.2,Species recovery
133380,3.4.1,Captive breeding/artificial propagation
133380,2.1,Site/area management
133380,3.4.2,Genome resource bank
133380,2.3,Habitat & natural process restoration
133380,1.1,Site/area protection
133382,1.1,Site/area protection
133382,3.2,Species recovery
133382,2.3,Habitat & natural process restoration
133382,2.1,Site/area management
133382,3.4.1,Captive breeding/artificial propagation
133382,3.4.2,Genome resource bank
133386,2.3,Habitat & natural process restoration
133386,2.1,Site/area management
133386,1.1,Site/area protection
133386,3.2,Species recovery
133386,3.4.2,Genome resource bank
133386,3.4.1,Captive breeding/artificial propagation
133390,2.1,Site/area management
133390,3.4.2,Genome resource bank
133390,3.2,Species recovery
133390,3.4.1,Captive breeding/artificial propagation
133390,2.3,Habitat & natural process restoration
133390,1.1,Site/area protection
133391,2.1,Site/area management
133391,3.4.1,Captive breeding/artificial propagation
133391,3.2,Species recovery
133391,1.1,Site/area protection
133391,2.3,Habitat & natural process restoration
133391,3.4.2,Genome resource bank
133392,2.3,Habitat & natural process restoration
133392,3.4.2,Genome resource bank
133392,1.1,Site/area protection
133392,3.2,Species recovery
133392,2.1,Site/area management
133392,3.4.1,Captive breeding/artificial propagation
133396,2.1,Site/area management
133396,3.4.2,Genome resource bank
133396,3.2,Species recovery
133396,3.4.1,Captive breeding/artificial propagation
133396,2.3,Habitat & natural process restoration
133396,1.1,Site/area protection
133397,2.1,Site/area management
133397,3.4.2,Genome resource bank
133397,3.2,Species recovery
133397,3.4.1,Captive breeding/artificial propagation
133397,2.3,Habitat & natural process restoration
133397,1.1,Site/area protection
133398,1.1,Site/area protection
133398,2.1,Site/area management
133398,3.4.2,Genome resource bank
133398,3.2,Species recovery
133398,3.4.1,Captive breeding/artificial propagation
133398,2.3,Habitat & natural process restoration
133405,1.1,Site/area protection
133405,3.4.2,Genome resource bank
133405,2.3,Habitat & natural process restoration
133405,3.2,Species recovery
133405,2.1,Site/area management
133405,3.4.1,Captive breeding/artificial propagation
133406,3.4.1,Captive breeding/artificial propagation
133406,3.2,Species recovery
133406,2.1,Site/area management
133406,3.4.2,Genome resource bank
133406,1.1,Site/area protection
133406,2.3,Habitat & natural process restoration
133408,1.1,Site/area protection
133408,2.3,Habitat & natural process restoration
133408,3.4.2,Genome resource bank
133408,2.1,Site/area management
133408,3.4.1,Captive breeding/artificial propagation
133408,3.2,Species recovery
133410,3.4.1,Captive breeding/artificial propagation
133410,2.1,Site/area management
133410,1.1,Site/area protection
133410,3.2,Species recovery
133410,3.4.2,Genome resource bank
133410,2.3,Habitat & natural process restoration
254420754,3.4.1,Captive breeding/artificial propagation
254420754,3.2,Species recovery
254420754,2.1,Site/area management
254420754,3.4.2,Genome resource bank
254420754,1.1,Site/area protection
254420754,2.3,Habitat & natural process restoration
133412,3.4.1,Captive breeding/artificial propagation
133412,3.2,Species recovery
133412,1.1,Site/area protection
133412,2.3,Habitat & natural process restoration
133412,3.4.2,Genome resource bank
133412,2.1,Site/area management
133413,3.4.1,Captive breeding/artificial propagation
133413,3.2,Species recovery
133413,3.4.2,Genome resource bank
133413,2.3,Habitat & natural process restoration
133413,2.1,Site/area management
133413,1.1,Site/area protection
133414,3.4.2,Genome resource bank
133414,2.3,Habitat & natural process restoration
133414,1.1,Site/area protection
133414,3.2,Species recovery
133414,3.4.1,Captive breeding/artificial propagation
133414,2.1,Site/area management
133415,3.4.2,Genome resource bank
133415,2.3,Habitat & natural process restoration
133415,1.1,Site/area protection
133415,3.2,Species recovery
133415,3.4.1,Captive breeding/artificial propagation
133415,2.1,Site/area management
133416,1.1,Site/area protection
133416,2.3,Habitat & natural process restoration
133416,3.4.2,Genome resource bank
133416,2.1,Site/area management
133416,3.4.1,Captive breeding/artificial propagation
133416,3.2,Species recovery
133417,1.1,Site/area protection
133417,3.2,Species recovery
133417,3.4.1,Captive breeding/artificial propagation
133417,2.1,Site/area management
133417,3.4.2,Genome resource bank
133417,2.3,Habitat & natural process restoration
133418,1.1,Site/area protection
133418,3.2,Species recovery
133418,3.4.1,Captive breeding/artificial propagation
133418,2.1,Site/area management
133418,3.4.2,Genome resource bank
